iteration,true_reward,run_id,env_name,noiseE,grid_type,expert_trajs,max_iter_num,num_of_NNs,seed,eta,gamma,use_memory_replay,buffer_size,batch_size,log_dir,z_std_multiplier,recompute_rewards
35,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
36,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
37,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
38,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
39,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
40,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
41,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
42,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
43,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
44,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
45,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
46,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
47,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
48,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
49,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
50,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
51,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
52,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
53,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
54,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
55,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
56,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
57,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
58,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
59,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
60,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
61,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
62,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
63,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
64,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
65,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
66,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
67,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
68,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
69,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
70,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
71,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
72,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
73,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
74,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
75,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
76,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
77,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
78,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
79,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
80,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
81,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
82,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
83,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
84,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
85,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
86,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
87,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
88,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
89,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
90,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
91,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
92,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
93,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
94,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
95,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
96,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
97,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
98,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
99,1.0,20241024-095940,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
0,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
1,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
2,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
3,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
4,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
5,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
6,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
7,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
8,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
9,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
10,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
11,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
12,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
13,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
14,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
15,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
16,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
17,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
18,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
19,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
20,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
21,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
22,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
23,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
24,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
25,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
26,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
27,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
28,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
29,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
30,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
31,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
32,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
33,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
34,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
35,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
36,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
37,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
38,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
39,1.0,20241024-100022,CartPole-v1,0.0,1,assets/trajectories_CartPole-v1/expert_trajectories.pkl,100,5,5,10,0.99,True,200000.0,20000.0,runs_memory_replay_recompute,1.0,True
